clust,comp,name,text,comp_order,clust_order,rule
1,1,090000648408ee60,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides",80,11,EPA-HQ-OPP-2017-0433-0001
1,1,090000648408f18c,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.
",89,12,EPA-HQ-OPP-2017-0433-0001
1,1,090000648408e805,"EPA must ~~always~~ investigate synergy and to determine need for pesticides.

Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.

The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.

Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.

Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

EPA must investigate possible synergistic effects of all pesticides.",103,13,EPA-HQ-OPP-2017-0433-0001
1,1,090000648408f3e1,"Dear Decision Maker:

Please always examine and determine the synergistic effects of pesticides.  

Listed below are a few thinking points on this issue:

Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

Thank you for your time,

Maria Grigoriadis",136,14,EPA-HQ-OPP-2017-0433-0001
1,1,090000648408eb3a,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.

Sandra Breakfield
5610 Cliff Haven Dr
Dallas TX 75236",151,15,EPA-HQ-OPP-2017-0433-0001
1,1,090000648408f194,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",160,16,EPA-HQ-OPP-2017-0433-0001
1,1,09000064840b8125,"Pesticides are like medications, designed to interfere with biological processes, most of which are not species specific
    Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
    Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
    EPA must investigate possible synergistic effects of all pesticides.
",164,17,EPA-HQ-OPP-2017-0433-0001
1,1,09000064840970c6,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of chemical compounds
made by pesticides reacting with other chemicals must be considered in all decisions about safety.

Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring 
processes in humans and other organisms.  Synergistic effects may be more complicated than simple analysis shows. 
For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

EPA must investigate possible synergistic effects of all pesticides, and bad those who pose risks..",169,18,EPA-HQ-OPP-2017-0433-0001
1,1,09000064840a7131,"We are learning more and more about how synergism is the rule, not the exception, within the Web of Life.   I'm urging EPA to use this principle in all of its actions.

    The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
    Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
    Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
    EPA must investigate possible synergistic effects of all pesticides.

",186,19,EPA-HQ-OPP-2017-0433-0001
1,1,0900006484093ba8,"Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.

Please protect our soil to prevent a future dust bowl and famine.

Thank you,
Shawn Johnson",188,20,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e824,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",3,1,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e8c8,"Please -always investigate synergy and to determine need for pesticides.

Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.

The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.

Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.

Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

EPA must investigate possible synergistic effects of all pesticides.",7,2,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e79a,"Synergy is the rule, not the exception. You cannot judge by a few exceptions!

Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in ALL registration decisions.

The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for ALL pesticides.

Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.

Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

EPA must investigate possible synergistic effects of ALL pesticides.

As a farm worker, this is CRITICAL to my livelihood, and to that of my employer and her family.
",10,3,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e876,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",12,4,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408ecfb,"To whom it may concern,
Please note these facts:
Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.

Do the right thing.",13,5,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e868,"I am deeply troubled with the lack of over-sight by the EPA for the sake of Industry profits regarding Pesticides and especially their synergistic effects!!!

Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.

The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.

Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.

Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

EPA must investigate possible synergistic effects of all pesticides.
",19,6,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408f303,"Hello,

Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",20,7,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408ed0f,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.  The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.  Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.  Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

The EPA must investigate possible synergistic effects of all pesticides.",24,8,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408eb6d,"Pesticides must not e considered by themselves because they interact with their surroundings. Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",27,9,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e79e,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.

The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.

Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally occurring processes in humans and other organisms.

Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

EPA must investigate possible synergistic effects of all pesticides.",35,10,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408ead9,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.
Stop working for the chemical companies and do the job the agency was created to do - protect the environment and the people of this country!!!!
",43,11,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e7aa,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",44,12,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408f1ed,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",54,13,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408f298,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions. The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides. Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms. Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.

Please do your jobs and keep us safe.",64,14,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e7ac,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",67,15,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e896,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",72,16,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e865,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",74,17,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408ed11,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all 
registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires 
EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring 
processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal 
that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.
",82,18,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408eba0,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",84,19,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408f4ba,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.",88,20,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e87b,"Pesticides inevitably become mixed in air, soil, water, and agricultural products. The impacts of these mixtures must be considered in all registration decisions. Furthermore, pesticides may interact with pharmaceutical chemicals, and even with naturally-occurring processes in humans and other organisms, and these combined effects must also be considered.

EPA must investigate possible synergistic effects of all pesticides.",96,21,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408ed6e,"I am writing to express my concern for the pesticides in our environment.  Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.  The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.  Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.  Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.  EPA must investigate possible synergistic effects of all pesticides.",101,22,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e897,"As pesticides occur in mixtures in air, soil, water, and agricultural products, the impacts of mixtures must be considered in all registration decisions.
Efficacy data should be required for all pesticides as the decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment such as an herbicide destroying habitat for an animal that is also poisoned by an insecticide.
The EPA must investigate possible synergistic effects of all pesticides.",102,23,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408fb95,"I believe that it is much, much, better to err on the side of caution when it comes to toxins released into our
environment.

Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
EPA must investigate possible synergistic effects of all pesticides.

I urge the EPA to take great care in studying the possible synergistic effects of all pesticides.",106,24,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408f947,"1. It is not enough to evaluate individual pesticides; mixing of pesticides occurs in air, soil, water, and agricultural products. The impacts of mixtures of pesticides must be considered in all registration decisions.

2. Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.  These interactions must also be investigated.

3. Pesticides' effects on elements of the ecosystem that impact the individuals that live there.  For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

To summarize, it is clear that the EPA must investigate the effects of pesticides when mixed with other pesticides, when interacting with pharmaceuticals and naturally occurring substances that are commonly found in the environment, and also with the greater environment itself.
",111,25,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408eb41,"
    1. Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
    2. The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
    3. Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
    4. Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
   5.  EPA must investigate possible synergistic effects of all pesticides.
",112,26,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408ec09,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.
	The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides.
	Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.
	Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.
	EPA must investigate possible synergistic effects of all pesticides.
",113,27,EPA-HQ-OPP-2017-0433-0001
3,1,090000648408e837,"Pesticides occur in mixtures in air, soil, water, and agricultural products. The impacts of mixtures must be considered in all registration decisions.

The decision that a pesticide does not cause unreasonable adverse effects considering all the risks and benefits requires EPA to determine whether a pesticide is effective. Therefore, efficacy data should be required for all pesticides. 

Synergistic effects of pesticides may involve interactions with pharmaceutical chemicals and naturally-occurring processes in humans and other organisms.

Synergistic effects may be mediated in the environment. For example, an herbicide may destroy habitat for an animal that is also poisoned by an insecticide.

EPA must investigate possible synergistic effects of all pesticides.",115,28,EPA-HQ-OPP-2017-0433-0001
